stage,condition,base_task_id,meta_group,choice_code,choice_label_zh,positive_response_count,positive_worker_count,group_response_count,group_worker_count,total_response_count,total_worker_count,group_response_coverage,unasserted_response_count,positive_share_among_group_responders,positive_share_all_responses_descriptive,bernoulli_entropy_among_group_responders,denominator_note
C1,manual,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,difficulty,low_texture,低纹理,3,3,6,6,6,6,1.0,0,0.5,0.5,0.6931471805599453,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,difficulty,reflection_transparency,反射/透明,1,1,6,6,6,6,1.0,0,0.16666666666666666,0.16666666666666666,0.45056120886630463,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,difficulty,seam,全景接缝,3,3,6,6,6,6,1.0,0,0.5,0.5,0.6931471805599453,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,scope,in_scope,范围内/正常,5,5,6,6,6,6,1.0,0,0.8333333333333334,0.8333333333333334,0.45056120886630463,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,scope,oos_open_or_ambiguous_boundary,范围/边界开放或歧义,1,1,6,6,6,6,1.0,0,0.16666666666666666,0.16666666666666666,0.45056120886630463,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,difficulty,low_texture,低纹理,1,1,5,5,5,5,1.0,0,0.2,0.2,0.5004024235381879,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,difficulty,occlusion,遮挡,4,4,5,5,5,5,1.0,0,0.8,0.8,0.5004024235381879,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,difficulty,reflection_transparency,反射/透明,5,5,5,5,5,5,1.0,0,1.0,1.0,0.0,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,scope,in_scope,范围内/正常,5,5,5,5,5,5,1.0,0,1.0,1.0,0.0,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,difficulty,occlusion,遮挡,4,4,5,5,5,5,1.0,0,0.8,0.8,0.5004024235381879,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,difficulty,reflection_transparency,反射/透明,3,3,5,5,5,5,1.0,0,0.6,0.6,0.6730116670092565,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,difficulty,seam,全景接缝,2,2,5,5,5,5,1.0,0,0.4,0.4,0.6730116670092565,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,scope,in_scope,范围内/正常,2,2,5,5,5,5,1.0,0,0.4,0.4,0.6730116670092565,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,scope,oos_geometry,范围外：几何假设不适用,1,1,5,5,5,5,1.0,0,0.2,0.2,0.5004024235381879,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,scope,oos_open_or_ambiguous_boundary,范围/边界开放或歧义,2,2,5,5,5,5,1.0,0,0.4,0.4,0.6730116670092565,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,difficulty,occlusion,遮挡,3,3,5,5,5,5,1.0,0,0.6,0.6,0.6730116670092565,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,difficulty,reflection_transparency,反射/透明,4,4,5,5,5,5,1.0,0,0.8,0.8,0.5004024235381879,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,difficulty,seam,全景接缝,1,1,5,5,5,5,1.0,0,0.2,0.2,0.5004024235381879,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,scope,in_scope,范围内/正常,4,4,5,5,5,5,1.0,0,0.8,0.8,0.5004024235381879,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,scope,oos_open_or_ambiguous_boundary,范围/边界开放或歧义,1,1,5,5,5,5,1.0,0,0.2,0.2,0.5004024235381879,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,difficulty,low_texture,低纹理,2,2,6,6,7,7,0.8571428571428571,1,0.3333333333333333,0.2857142857142857,0.6365141682948128,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,difficulty,occlusion,遮挡,5,5,6,6,7,7,0.8571428571428571,1,0.8333333333333334,0.7142857142857143,0.45056120886630463,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,difficulty,reflection_transparency,反射/透明,1,1,6,6,7,7,0.8571428571428571,1,0.16666666666666666,0.14285714285714285,0.45056120886630463,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,difficulty,trivial,无显著难点,1,1,6,6,7,7,0.8571428571428571,1,0.16666666666666666,0.14285714285714285,0.45056120886630463,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,scope,in_scope,范围内/正常,3,3,6,6,7,7,0.8571428571428571,1,0.5,0.42857142857142855,0.6931471805599453,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,scope,oos_geometry,范围外：几何假设不适用,1,1,6,6,7,7,0.8571428571428571,1,0.16666666666666666,0.14285714285714285,0.45056120886630463,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,scope,oos_open_or_ambiguous_boundary,范围/边界开放或歧义,2,2,6,6,7,7,0.8571428571428571,1,0.3333333333333333,0.2857142857142857,0.6365141682948128,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,difficulty,low_texture,低纹理,2,2,5,5,5,5,1.0,0,0.4,0.4,0.6730116670092565,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,difficulty,occlusion,遮挡,3,3,5,5,5,5,1.0,0,0.6,0.6,0.6730116670092565,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,difficulty,reflection_transparency,反射/透明,1,1,5,5,5,5,1.0,0,0.2,0.2,0.5004024235381879,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,difficulty,seam,全景接缝,1,1,5,5,5,5,1.0,0,0.2,0.2,0.5004024235381879,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,difficulty,trivial,无显著难点,1,1,5,5,5,5,1.0,0,0.2,0.2,0.5004024235381879,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,scope,in_scope,范围内/正常,2,2,5,5,5,5,1.0,0,0.4,0.4,0.6730116670092565,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,scope,oos_geometry,范围外：几何假设不适用,1,1,5,5,5,5,1.0,0,0.2,0.2,0.5004024235381879,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,scope,oos_insufficient_evidence,几何证据不足,1,1,5,5,5,5,1.0,0,0.2,0.2,0.5004024235381879,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,scope,oos_open_or_ambiguous_boundary,范围/边界开放或歧义,1,1,5,5,5,5,1.0,0,0.2,0.2,0.5004024235381879,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,difficulty,low_texture,低纹理,1,1,23,23,23,23,1.0,0,0.043478260869565216,0.043478260869565216,0.17884491271684755,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,difficulty,occlusion,遮挡,18,18,23,23,23,23,1.0,0,0.782608695652174,0.782608695652174,0.5235863374812598,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,difficulty,reflection_transparency,反射/透明,4,4,23,23,23,23,1.0,0,0.17391304347826086,0.17391304347826086,0.46203690946645704,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,difficulty,trivial,无显著难点,5,5,23,23,23,23,1.0,0,0.21739130434782608,0.21739130434782608,0.5235863374812598,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,scope,in_scope,范围内/正常,23,23,23,23,23,23,1.0,0,1.0,1.0,0.0,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,difficulty,low_texture,低纹理,1,1,5,5,5,5,1.0,0,0.2,0.2,0.5004024235381879,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,difficulty,occlusion,遮挡,4,4,5,5,5,5,1.0,0,0.8,0.8,0.5004024235381879,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,difficulty,seam,全景接缝,1,1,5,5,5,5,1.0,0,0.2,0.2,0.5004024235381879,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,difficulty,trivial,无显著难点,1,1,5,5,5,5,1.0,0,0.2,0.2,0.5004024235381879,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,scope,in_scope,范围内/正常,4,4,5,5,5,5,1.0,0,0.8,0.8,0.5004024235381879,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,scope,oos_open_or_ambiguous_boundary,范围/边界开放或歧义,1,1,5,5,5,5,1.0,0,0.2,0.2,0.5004024235381879,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,difficulty,low_texture,低纹理,1,1,5,5,5,5,1.0,0,0.2,0.2,0.5004024235381879,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,difficulty,occlusion,遮挡,4,4,5,5,5,5,1.0,0,0.8,0.8,0.5004024235381879,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,difficulty,trivial,无显著难点,1,1,5,5,5,5,1.0,0,0.2,0.2,0.5004024235381879,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,scope,in_scope,范围内/正常,5,5,5,5,5,5,1.0,0,1.0,1.0,0.0,unasserted is retained separately and is not silently coded as explicit negative
C1,manual,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,difficulty,occlusion,遮挡,3,3,5,5,5,5,1.0,0,0.6,0.6,0.6730116670092565,unasserted is retained separately and is not silently coded as explicit negative
