base_task_id,initial_researcher_scope,initial_reviewed_by,initial_reviewed_at,initial_protocol_version,initial_review_source_sha256,initial_notes,n_worker_in_scope,n_worker_oos,n_worker_missing,n_worker_scope_eligible,worker_scope_direction,worker_scope_margin,mixed_scope_response,review_trigger
q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,in_scope,researcher,2026-08-01T07:11:41.5708218Z,paper_a_method_20260801_v10,3eb0704dc86329cb3d08cef76c6d4b552ce5f5deefa55e5455c486418747c1f8,Researcher initial protocol review row 10: B-014.,5,0,0,5,in_scope,1.0,False,
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,in_scope,researcher,2026-08-01T07:11:41.5708218Z,paper_a_method_20260801_v10,3eb0704dc86329cb3d08cef76c6d4b552ce5f5deefa55e5455c486418747c1f8,Researcher initial protocol review row 25: B-032|C-013.,5,0,1,5,in_scope,1.0,False,
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,in_scope,researcher,2026-08-01T07:11:41.5708218Z,paper_a_method_20260801_v10,3eb0704dc86329cb3d08cef76c6d4b552ce5f5deefa55e5455c486418747c1f8,Researcher initial protocol review row 27: B-034|C-003.,4,1,0,5,in_scope,0.6,True,
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,in_scope,researcher,2026-08-01T00:00:00+08:00,paper_a_method_20260801_v10,3eb0704dc86329cb3d08cef76c6d4b552ce5f5deefa55e5455c486418747c1f8,"Researcher initial protocol review row 29: B-036. Corrected 2026-08-01: researcher reconfirmed C1 core initial OOS roster (B-008, B-019, B-029, B-030, B-037, B-049, B-061, B-063).",3,2,1,5,in_scope,0.2,True,
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,in_scope,researcher,2026-08-01T07:11:41.5708218Z,paper_a_method_20260801_v10,3eb0704dc86329cb3d08cef76c6d4b552ce5f5deefa55e5455c486418747c1f8,Researcher initial protocol review row 59: B-068.,4,1,0,5,in_scope,0.6,True,
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,in_scope,researcher,2026-08-01T07:11:41.5708218Z,paper_a_method_20260801_v10,3eb0704dc86329cb3d08cef76c6d4b552ce5f5deefa55e5455c486418747c1f8,Researcher initial protocol review row 43: B-051.,4,1,0,5,in_scope,0.6,True,
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,in_scope,researcher,2026-08-01T07:11:41.5708218Z,paper_a_method_20260801_v10,3eb0704dc86329cb3d08cef76c6d4b552ce5f5deefa55e5455c486418747c1f8,Researcher initial protocol review row 58: B-067.,4,1,0,5,in_scope,0.6,True,
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,in_scope,researcher,2026-08-01T07:11:41.5708218Z,paper_a_method_20260801_v10,3eb0704dc86329cb3d08cef76c6d4b552ce5f5deefa55e5455c486418747c1f8,Researcher initial protocol review row 39: B-047.,4,1,0,5,in_scope,0.6,True,
rPc6DW4iMge_4350d36797324601adba7351d09602d2,in_scope,researcher,2026-08-01T07:11:41.5708218Z,paper_a_method_20260801_v10,3eb0704dc86329cb3d08cef76c6d4b552ce5f5deefa55e5455c486418747c1f8,Researcher initial protocol review row 50: B-058.,5,0,0,5,in_scope,1.0,False,
rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,in_scope,researcher,2026-08-01T07:11:41.5708218Z,paper_a_method_20260801_v10,3eb0704dc86329cb3d08cef76c6d4b552ce5f5deefa55e5455c486418747c1f8,Researcher initial protocol review row 66: B-075.,5,0,1,5,in_scope,1.0,False,
uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,in_scope,researcher,2026-08-01T00:00:00+08:00,paper_a_method_20260801_v10,3eb0704dc86329cb3d08cef76c6d4b552ce5f5deefa55e5455c486418747c1f8,"Researcher initial protocol review row 49: B-057. Corrected 2026-08-01: researcher reconfirmed C1 core initial OOS roster (B-008, B-019, B-029, B-030, B-037, B-049, B-061, B-063).",4,1,0,5,in_scope,0.6,True,
uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,in_scope,researcher,2026-08-01T07:11:41.5708218Z,paper_a_method_20260801_v10,3eb0704dc86329cb3d08cef76c6d4b552ce5f5deefa55e5455c486418747c1f8,Researcher initial protocol review row 21: B-027.,4,1,0,5,in_scope,0.6,True,
uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,in_scope,researcher,2026-08-01T07:11:41.5708218Z,paper_a_method_20260801_v10,3eb0704dc86329cb3d08cef76c6d4b552ce5f5deefa55e5455c486418747c1f8,Researcher initial protocol review row 31: B-038.,2,3,0,5,oos,0.2,True,researcher_worker_direction_disagreement
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,oos,researcher,2026-08-01T07:17:27.8692288Z,paper_a_method_20260801_v10,3eb0704dc86329cb3d08cef76c6d4b552ce5f5deefa55e5455c486418747c1f8,Supplemental researcher initial protocol review: B-019.,4,1,1,5,in_scope,0.6,True,researcher_worker_direction_disagreement
uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,in_scope,researcher,2026-08-01T00:00:00+08:00,paper_a_method_20260801_v10,3eb0704dc86329cb3d08cef76c6d4b552ce5f5deefa55e5455c486418747c1f8,"Researcher initial protocol review row 37: B-045|C-022. Corrected 2026-08-01: researcher reconfirmed C1 core initial OOS roster (B-008, B-019, B-029, B-030, B-037, B-049, B-061, B-063).",5,0,0,5,in_scope,1.0,False,
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,in_scope,researcher,2026-08-01T07:11:41.5708218Z,paper_a_method_20260801_v10,3eb0704dc86329cb3d08cef76c6d4b552ce5f5deefa55e5455c486418747c1f8,Researcher initial protocol review row 1: B-003|C-001.,5,0,0,5,in_scope,1.0,False,
uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,in_scope,researcher,2026-08-01T07:11:41.5708218Z,paper_a_method_20260801_v10,3eb0704dc86329cb3d08cef76c6d4b552ce5f5deefa55e5455c486418747c1f8,Researcher initial protocol review row 44: B-052.,3,2,1,5,in_scope,0.2,True,
uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,in_scope,researcher,2026-08-01T07:11:41.5708218Z,paper_a_method_20260801_v10,3eb0704dc86329cb3d08cef76c6d4b552ce5f5deefa55e5455c486418747c1f8,Researcher initial protocol review row 55: B-064|C-025.,5,0,1,5,in_scope,1.0,False,
uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,in_scope,researcher,2026-08-01T07:11:41.5708218Z,paper_a_method_20260801_v10,3eb0704dc86329cb3d08cef76c6d4b552ce5f5deefa55e5455c486418747c1f8,Researcher initial protocol review row 40: B-048.,5,0,0,5,in_scope,1.0,False,
uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,in_scope,researcher,2026-08-01T07:11:41.5708218Z,paper_a_method_20260801_v10,3eb0704dc86329cb3d08cef76c6d4b552ce5f5deefa55e5455c486418747c1f8,Researcher initial protocol review row 56: B-065.,2,3,0,5,oos,0.2,True,researcher_worker_direction_disagreement
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,in_scope,researcher,2026-08-01T07:11:41.5708218Z,paper_a_method_20260801_v10,3eb0704dc86329cb3d08cef76c6d4b552ce5f5deefa55e5455c486418747c1f8,Researcher initial protocol review row 3: B-005|C-010.,5,0,0,5,in_scope,1.0,False,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,oos,researcher,2026-08-01T00:00:00+08:00,paper_a_method_20260801_v10,3eb0704dc86329cb3d08cef76c6d4b552ce5f5deefa55e5455c486418747c1f8,"Researcher initial protocol review row 23: B-029|C-018. Corrected 2026-08-01: researcher reconfirmed C1 core initial OOS roster (B-008, B-019, B-029, B-030, B-037, B-049, B-061, B-063).",4,1,0,5,in_scope,0.6,True,researcher_worker_direction_disagreement
uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,in_scope,researcher,2026-08-01T07:11:41.5708218Z,paper_a_method_20260801_v10,3eb0704dc86329cb3d08cef76c6d4b552ce5f5deefa55e5455c486418747c1f8,Researcher initial protocol review row 53: B-062.,5,0,0,5,in_scope,1.0,False,
uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,in_scope,researcher,2026-08-01T07:11:41.5708218Z,paper_a_method_20260801_v10,3eb0704dc86329cb3d08cef76c6d4b552ce5f5deefa55e5455c486418747c1f8,Researcher initial protocol review row 52: B-060.,3,2,0,5,in_scope,0.2,True,
uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,in_scope,researcher,2026-08-01T07:11:41.5708218Z,paper_a_method_20260801_v10,3eb0704dc86329cb3d08cef76c6d4b552ce5f5deefa55e5455c486418747c1f8,Researcher initial protocol review row 13: B-017.,4,1,0,5,in_scope,0.6,True,
wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,in_scope,researcher,2026-08-01T00:00:00+08:00,paper_a_method_20260801_v10,3eb0704dc86329cb3d08cef76c6d4b552ce5f5deefa55e5455c486418747c1f8,"Researcher initial protocol review row 63: B-072. Corrected 2026-08-01: researcher reconfirmed C1 core initial OOS roster (B-008, B-019, B-029, B-030, B-037, B-049, B-061, B-063).",5,0,0,5,in_scope,1.0,False,
wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,in_scope,researcher,2026-08-01T07:17:27.8692288Z,paper_a_method_20260801_v10,3eb0704dc86329cb3d08cef76c6d4b552ce5f5deefa55e5455c486418747c1f8,Supplemental researcher initial protocol review: B-042.,4,1,0,5,in_scope,0.6,True,
wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,in_scope,researcher,2026-08-01T07:11:41.5708218Z,paper_a_method_20260801_v10,3eb0704dc86329cb3d08cef76c6d4b552ce5f5deefa55e5455c486418747c1f8,Researcher initial protocol review row 4: B-006.,3,2,1,5,in_scope,0.2,True,
wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,in_scope,researcher,2026-08-01T07:11:41.5708218Z,paper_a_method_20260801_v10,3eb0704dc86329cb3d08cef76c6d4b552ce5f5deefa55e5455c486418747c1f8,Researcher initial protocol review row 17: B-022|C-016.,5,0,1,5,in_scope,1.0,False,
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,in_scope,researcher,2026-08-01T07:11:41.5708218Z,paper_a_method_20260801_v10,3eb0704dc86329cb3d08cef76c6d4b552ce5f5deefa55e5455c486418747c1f8,Researcher initial protocol review row 2: B-004|C-015.,5,0,2,5,in_scope,1.0,False,
wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,in_scope,researcher,2026-08-01T07:11:41.5708218Z,paper_a_method_20260801_v10,3eb0704dc86329cb3d08cef76c6d4b552ce5f5deefa55e5455c486418747c1f8,Researcher initial protocol review row 38: B-046|C-002.,5,0,0,5,in_scope,1.0,False,
wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,in_scope,researcher,2026-08-01T07:11:41.5708218Z,paper_a_method_20260801_v10,3eb0704dc86329cb3d08cef76c6d4b552ce5f5deefa55e5455c486418747c1f8,Researcher initial protocol review row 34: B-041|C-021.,5,0,0,5,in_scope,1.0,False,
x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,oos,researcher,2026-08-01T00:00:00+08:00,paper_a_method_20260801_v10,3eb0704dc86329cb3d08cef76c6d4b552ce5f5deefa55e5455c486418747c1f8,"Researcher initial protocol review row 54: B-063. Corrected 2026-08-01: researcher reconfirmed C1 core initial OOS roster (B-008, B-019, B-029, B-030, B-037, B-049, B-061, B-063).",1,4,0,5,oos,0.6,True,
x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,in_scope,researcher,2026-08-01T07:11:41.5708218Z,paper_a_method_20260801_v10,3eb0704dc86329cb3d08cef76c6d4b552ce5f5deefa55e5455c486418747c1f8,Researcher initial protocol review row 48: B-056.,5,0,0,5,in_scope,1.0,False,
x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,in_scope,researcher,2026-08-01T07:11:41.5708218Z,paper_a_method_20260801_v10,3eb0704dc86329cb3d08cef76c6d4b552ce5f5deefa55e5455c486418747c1f8,Researcher initial protocol review row 65: B-074.,5,0,0,5,in_scope,1.0,False,
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,in_scope,researcher,2026-08-01T07:11:41.5708218Z,paper_a_method_20260801_v10,3eb0704dc86329cb3d08cef76c6d4b552ce5f5deefa55e5455c486418747c1f8,Researcher initial protocol review row 9: B-012|C-020.,5,0,0,5,in_scope,1.0,False,
yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,in_scope,researcher,2026-08-01T07:11:41.5708218Z,paper_a_method_20260801_v10,3eb0704dc86329cb3d08cef76c6d4b552ce5f5deefa55e5455c486418747c1f8,Researcher initial protocol review row 20: B-025.,5,0,1,5,in_scope,1.0,False,
yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,in_scope,researcher,2026-08-01T07:11:41.5708218Z,paper_a_method_20260801_v10,3eb0704dc86329cb3d08cef76c6d4b552ce5f5deefa55e5455c486418747c1f8,Researcher initial protocol review row 33: B-040.,5,0,1,5,in_scope,1.0,False,
yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,in_scope,researcher,2026-08-01T07:11:41.5708218Z,paper_a_method_20260801_v10,3eb0704dc86329cb3d08cef76c6d4b552ce5f5deefa55e5455c486418747c1f8,Researcher initial protocol review row 35: B-043.,5,0,0,5,in_scope,1.0,False,
yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,in_scope,researcher,2026-08-01T07:11:41.5708218Z,paper_a_method_20260801_v10,3eb0704dc86329cb3d08cef76c6d4b552ce5f5deefa55e5455c486418747c1f8,Researcher initial protocol review row 64: B-073.,3,2,1,5,in_scope,0.2,True,
yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,in_scope,researcher,2026-08-01T07:11:41.5708218Z,paper_a_method_20260801_v10,3eb0704dc86329cb3d08cef76c6d4b552ce5f5deefa55e5455c486418747c1f8,Researcher initial protocol review row 51: B-059.,3,2,0,5,in_scope,0.2,True,
yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,in_scope,researcher,2026-08-01T07:11:41.5708218Z,paper_a_method_20260801_v10,3eb0704dc86329cb3d08cef76c6d4b552ce5f5deefa55e5455c486418747c1f8,Researcher initial protocol review row 6: B-009|C-004.,4,1,0,5,in_scope,0.6,True,
yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,in_scope,researcher,2026-08-01T07:11:41.5708218Z,paper_a_method_20260801_v10,3eb0704dc86329cb3d08cef76c6d4b552ce5f5deefa55e5455c486418747c1f8,Researcher initial protocol review row 14: B-018.,2,3,0,5,oos,0.2,True,researcher_worker_direction_disagreement
