task_id,base_task_id,inner_id,intended_project_group,has_image,has_title,has_task_id,has_base_task_id,intended_group_matches_source,appears_in_worker_distribution,mapping_status
yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,59,Calibration_core,true,true,true,true,true,true,ok
uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,60,Calibration_core,true,true,true,true,true,true,ok
UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,61,Calibration_core,true,true,true,true,true,true,ok
uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,62,Calibration_core,true,true,true,true,true,true,ok
x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,63,Calibration_core,true,true,true,true,true,true,ok
uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,64,Calibration_core,true,true,true,true,true,true,ok
uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,65,Calibration_core,true,true,true,true,true,true,ok
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,66,Calibration_core,true,true,true,true,true,true,ok
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,67,Calibration_core,true,true,true,true,true,true,ok
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,68,Calibration_core,true,true,true,true,true,true,ok
B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,69,Calibration_core,true,true,true,true,true,true,ok
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,70,Calibration_core,true,true,true,true,true,true,ok
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,71,Calibration_core,true,true,true,true,true,true,ok
wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,72,Calibration_core,true,true,true,true,true,true,ok
yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,73,Calibration_core,true,true,true,true,true,true,ok
x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,74,Calibration_core,true,true,true,true,true,true,ok
rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,75,Calibration_core,true,true,true,true,true,true,ok
487,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,1,Calibration_semi,true,true,true,true,true,true,ok
708,wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,2,Calibration_semi,true,true,true,true,true,true,ok
679,q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,3,Calibration_semi,true,true,true,true,true,true,ok
597,yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,4,Calibration_semi,true,true,true,true,true,true,ok
500,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,5,Calibration_semi,true,true,true,true,true,true,ok
499,q9vSo1VnCiC_1cd414875b9b4311bc6a179d91e6270d,6,Calibration_semi,true,true,true,true,true,true,ok
541,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,7,Calibration_semi,true,true,true,true,true,true,ok
460,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,8,Calibration_semi,true,true,true,true,true,true,ok
511,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,9,Calibration_semi,true,true,true,true,true,true,ok
701,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,10,Calibration_semi,true,true,true,true,true,true,ok
603,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,11,Calibration_semi,true,true,true,true,true,true,ok
678,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,12,Calibration_semi,true,true,true,true,true,true,ok
504,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,13,Calibration_semi,true,true,true,true,true,true,ok
713,Z6MFQCViBuw_2008e72476f84104858e908beeac0193,14,Calibration_semi,true,true,true,true,true,true,ok
700,wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,15,Calibration_semi,true,true,true,true,true,true,ok
596,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,16,Calibration_semi,true,true,true,true,true,true,ok
672,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,17,Calibration_semi,true,true,true,true,true,true,ok
656,uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,18,Calibration_semi,true,true,true,true,true,true,ok
716,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,19,Calibration_semi,true,true,true,true,true,true,ok
528,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,20,Calibration_semi,true,true,true,true,true,true,ok
481,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,21,Calibration_semi,true,true,true,true,true,true,ok
543,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,22,Calibration_semi,true,true,true,true,true,true,ok
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,23,Calibration_semi,true,true,true,true,true,true,ok
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,24,Calibration_semi,true,true,true,true,true,true,ok
uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,25,Calibration_semi,true,true,true,true,true,true,ok
B6ByNegPMKs_0f8e559bf8d4427ba275e63aba46e3e5,B6ByNegPMKs_0f8e559bf8d4427ba275e63aba46e3e5,1,Calibration_reserve,true,true,true,true,true,false,ok
485,wc2JMjhGNzB_6e491bc8576345bda3cdde9ab216b7be,2,Calibration_reserve,true,true,true,true,true,false,ok
590,wc2JMjhGNzB_12757e972ea64bbfbeb14f7cf5ccaf8b,3,Calibration_reserve,true,true,true,true,true,false,ok
kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,kEZ7cmS4wCh_6811d52593b740cb9047202ce1e8a1e4,4,Calibration_reserve,true,true,true,true,true,false,ok
654,yqstnuAEVhm_700c8b94ab594ac1910e650da9f93c18,5,Calibration_reserve,true,true,true,true,true,false,ok
uNb9QFRL6hY_6adff04b1e974c72a81b54fa8f15e7a2,uNb9QFRL6hY_6adff04b1e974c72a81b54fa8f15e7a2,6,Calibration_reserve,true,true,true,true,true,false,ok
646,q9vSo1VnCiC_ca6944f5dd334193bb86058ba5ab5dc3,7,Calibration_reserve,true,true,true,true,true,false,ok
514,wc2JMjhGNzB_649ef3674e0f4e7c9eac67f94d237573,8,Calibration_reserve,true,true,true,true,true,false,ok
rPc6DW4iMge_2264f5b2a6e8450ab090e278ea8d1e0a,rPc6DW4iMge_2264f5b2a6e8450ab090e278ea8d1e0a,9,Calibration_reserve,true,true,true,true,true,false,ok
692,q9vSo1VnCiC_60bae76d896345bfa783ebdd78f1cc71,10,Calibration_reserve,true,true,true,true,true,false,ok
702,wc2JMjhGNzB_5b147d7f689a410baca131f29c8a9515,11,Calibration_reserve,true,true,true,true,true,false,ok
651,x8F5xyUWy9e_9077f8ffceb943808934837db41e5616,12,Calibration_reserve,true,true,true,true,true,false,ok
617,rPc6DW4iMge_e7f5cf7434824a0ab0b4cc060e863c9a,13,Calibration_reserve,true,true,true,true,true,false,ok
